FindPhrase	FindPhraseID	FindPhraseStatus	FindPhraseNote	ReplacePhrase	AssignedRoleID	AssignedRole	AssignedRoleRank	JobTitleUsageCount	JobTitleSearchCount	FindPhraseScore
Veterinarian	38349	assignedrole		Veterinarian	10137	veterinarian	1	NULL	NULL	182023
Veterinarian Assistant	38350	assignedrole		Veterinary Assistant	517	assistant-veterinary	3	NULL	NULL	54
Veterinarian Doctor	38351	assignedrole		Veterinarian Doctor	10137	veterinarian	2	NULL	NULL	3108
Veterinary	38352	rolemodifier			NULL		10000	NULL	NULL	101847
Veterinary Assistant	38353	assignedrole		Veterinary Assistant	517	assistant-veterinary	1	NULL	NULL	26801
Veterinary Attendant	38354	assignedrole		Veterinary Assistant	517	assistant-veterinary	4	NULL	NULL	3
Veterinary Director	38355	assignedrole		Director Veterinary	2540	director-veterinary	2	NULL	NULL	3
Veterinary Jobs	38356	assignedrole			5123	jobs-veterinary	1	NULL	NULL	27305
Veterinary Laboratory	38357	rolemodifier			NULL		10000	NULL	NULL	10
Veterinary Laboratory Technician	38359	assignedrole		Lab Animal Technician	9627	tech-animallab	4	NULL	NULL	5
Veterinary Medicine	38360	rolemodifier			NULL		10000	NULL	NULL	215
Veterinary Microbiologist	38362	assignedrole		Veterinary Microbiologist	6751	microbiologist-veterinary	1	NULL	NULL	5
Veterinary Pathologist	38363	assignedrole		Veterinarian	10137	veterinarian	3	NULL	NULL	63
Veterinary Science	38364	rolemodifier			NULL		10000	NULL	NULL	30
Veterinary Surgeon	38366	assignedrole		Veterinarian	10137	veterinarian	6	NULL	NULL	18
Veterinary Surgery	38367	rolemodifier			NULL		10000	NULL	NULL	24
Veterinary Technician	38369	assignedrole		Veterinary Technician	9908	technician-veterinary	1	NULL	NULL	26511
Vets	38370	ambiguous			NULL		10000	NULL	NULL	220
VFX	38371	rolemodifier			NULL		10000	NULL	NULL	73
Vibration	38373	rolemodifier			NULL		10000	NULL	NULL	3087
Vibrator	38375	assignedrole		Vibrator	10138	vibrator	1	NULL	NULL	246
Vibratory Pile	38376	rolemodifier			NULL		10000	NULL	NULL	3
Vicar	38377	assignedrole		Vicar	10139	vicar	1	NULL	NULL	220
Vice	38378	rolemodifier			NULL		10000	NULL	NULL	1228944
Vice Chancellor	38379	assignedrole		Vice Chancellor	959	chancellor	2	NULL	NULL	548
Vice President	38380	rolekeyword			NULL		10000	NULL	NULL	439728
Vice President Account Management	38381	assignedrole		VP Sales	10207	vicepres-sale	11	NULL	NULL	13
Vice President Advertising	38382	assignedrole		VP Marketing	10179	vicepres-marketing	34	NULL	NULL	3
Vice President Analysis	38383	assignedrole		VP Analysis	10140	vicepres-analysi	3	NULL	NULL	1
Vice President Analytics	38384	assignedrole		VP Analytics	10213	vicepres-statistical	2	NULL	NULL	17
Vice President Ancillary	38385	assignedrole		VP Ancillary	10141	vicepres-ancillary	2	NULL	NULL	2
Vice President Application	38386	assignedrole		VP Software	10142	vicepres-application	9	NULL	NULL	3
Vice President Application Development	38387	assignedrole		VP Software Engineering	10211	vicepres-softwareengineering	8	NULL	NULL	9
Vice President Application Support	38388	assignedrole		VP Software Support	10143	vicepres-applicationsupport	8	NULL	NULL	1
Vice President Applications	38389	assignedrole		VP Software	10142	vicepres-application	11	NULL	NULL	2
Vice President Applications Development	38390	assignedrole		VP Software Engineering	10211	vicepres-softwareengineering	14	NULL	NULL	2
Vice President Applications Support	38391	assignedrole		VP Software Support	10143	vicepres-applicationsupport	10	NULL	NULL	1
Vice President Biology	38392	assignedrole		VP Biology	10144	vicepres-biology	3	NULL	NULL	1
Vice President Biostatistics	38393	assignedrole		Vice President Biostatistics	10145	vicepres-biostatistical	1	NULL	NULL	7
Vice President Business Development	38394	assignedrole		VP Business Development	10146	vicepres-businessdev	1	NULL	NULL	249
Vice President Business Strategy	38395	assignedrole		VP Strategic Planning	10147	vicepres-businessstrategy	18	NULL	NULL	1
Vice President Cardiovascular	38396	assignedrole		VP Cardiovascular	10148	vicepres-cardiovascular	3	NULL	NULL	1
Vice President Case Management	38397	assignedrole		VP Care Management	10149	vicepres-casemanagement	2	NULL	NULL	2
Vice President Client Services	38399	assignedrole		Vice President Client Services	10157	vicepres-customerservice	1	NULL	NULL	58
Vice President Clinical	38400	assignedrole		VP Clinical	10150	vicepres-clinical	2	NULL	NULL	33
Vice President Clinical Lab	38401	assignedrole		VP Lab	10177	vicepres-lab	11	NULL	NULL	1
Vice President Clinical Research	38402	assignedrole		VP Clinical Research	10151	vicepres-clinicalresearch	2	NULL	NULL	3
Vice President Clinical Services	38403	assignedrole		VP Clinical	10150	vicepres-clinical	4	NULL	NULL	10
Vice President Clinical Trials	38404	assignedrole		Clinical Trial Head	10152	vicepres-clinicaltrial	4	NULL	NULL	1
Vice President Commercial	38405	assignedrole		VP Sales	10207	vicepres-sale	7	NULL	NULL	60
Vice President Communication	38406	assignedrole		VP Communications	10153	vicepres-communication	7	NULL	NULL	3
Vice President Communications	38407	assignedrole		VP Communications	10153	vicepres-communication	2	NULL	NULL	14
Vice President Community Relations	38408	assignedrole		Vice President Media Relations	10197	vicepres-publicrelation	12	NULL	NULL	3
Vice President Competitive Intelligence	38409	assignedrole		VP Strategic Planning	10147	vicepres-businessstrategy	21	NULL	NULL	1
Vice President Compliance	38410	assignedrole		Vice President Compliance	10154	vicepres-compliance	1	NULL	NULL	32
Vice President Construction	38411	assignedrole		VP Construction	10155	vicepres-construction	2	NULL	NULL	18
Vice President Contract	38412	assignedrole		Vice President of Contracts	10156	vicepres-contract	6	NULL	NULL	3
Vice President Contracting	38413	assignedrole		Vice President of Contracts	10156	vicepres-contract	4	NULL	NULL	5
Vice President Contracts	38414	assignedrole		Vice President of Contracts	10156	vicepres-contract	3	NULL	NULL	5
Vice President Corporate Development	38415	assignedrole		VP Business Development	10146	vicepres-businessdev	5	NULL	NULL	42
Vice President Corporate Strategy	38416	assignedrole		VP Strategic Planning	10147	vicepres-businessstrategy	6	NULL	NULL	5
Vice President Customer	38417	assignedrole		Vice President Client Services	10157	vicepres-customerservice	21	NULL	NULL	3
Vice President Customer Care	38418	assignedrole		Vice President Client Services	10157	vicepres-customerservice	16	NULL	NULL	5
Vice President Customer Experience	38419	assignedrole		Vice President Client Services	10157	vicepres-customerservice	12	NULL	NULL	6
Vice President Customer Relations	38420	assignedrole		Vice President Client Services	10157	vicepres-customerservice	20	NULL	NULL	3
Vice President Customer Service	38421	assignedrole		Vice President Client Services	10157	vicepres-customerservice	7	NULL	NULL	14
Vice President Customer Services	38422	assignedrole		Vice President Client Services	10157	vicepres-customerservice	26	NULL	NULL	1
Vice President Customer Support	38423	assignedrole		Vice President Client Services	10157	vicepres-customerservice	19	NULL	NULL	3
Vice President Data	38424	assignedrole		VP Data	10158	vicepres-data	2	NULL	NULL	7
Vice President Delivery	38426	assignedrole		VP Delivery	10159	vicepres-delivery	3	NULL	NULL	1
Vice President Digital Marketing	38427	assignedrole		VP Marketing	10179	vicepres-marketing	11	NULL	NULL	14
Vice President Diversity	38428	assignedrole		Vice President Diversity	10161	vicepres-diversity	1	NULL	NULL	7
Vice President E Commerce	38429	assignedrole		VP Marketing	10179	vicepres-marketing	20	NULL	NULL	7
Vice President Ecommerce	38430	assignedrole		VP Marketing	10179	vicepres-marketing	10	NULL	NULL	14
Vice President Education	38431	assignedrole		Vice President Education	10162	vicepres-education	1	NULL	NULL	7
Vice President Education and Training	38432	assignedrole		Vice President Education and Training	10162	vicepres-education	7	NULL	NULL	1
Vice President Equity	38433	assignedrole		VP Securities	10163	vicepres-equity	3	NULL	NULL	2
Vice President Ethics	38434	assignedrole		Vice President Compliance	10154	vicepres-compliance	7	NULL	NULL	3
Vice President Finance	38435	assignedrole		Vice President Financial	10164	vicepres-financial	5	NULL	NULL	126
Vice President Financial	38436	assignedrole		Vice President Financial	10164	vicepres-financial	1	NULL	NULL	206
Vice President Financial Services	38437	assignedrole		Vice President Financial Services	10164	vicepres-financial	8	NULL	NULL	10
Vice President Foundation	38438	assignedrole		VP Foundation	10165	vicepres-fundraising	5	NULL	NULL	2
Vice President Fundraising	38439	assignedrole		VP Foundation	10165	vicepres-fundraising	10	NULL	NULL	1
Vice President Genetic	38440	assignedrole		VP Genetic	10166	vicepres-genetic	3	NULL	NULL	1
Vice President Global	38441	assignedrole		VP Global	10167	vicepres-global	2	NULL	NULL	93
Vice President Global Supply Chain	38442	assignedrole		Vice President Supply Chain	10216	vicepres-supplychain	6	NULL	NULL	5
Vice President Government Affairs	38443	assignedrole		Vice President Regulatory	10168	vicepres-govtaffair	7	NULL	NULL	6
Vice President Government Relations	38444	assignedrole		Vice President Regulatory	10168	vicepres-govtaffair	4	NULL	NULL	17
Vice President Home Health	38445	assignedrole		VP Home Health	10169	vicepres-homehealth	3	NULL	NULL	1
Vice President HR	38446	assignedrole		Vice President of Human Resources	10170	vicepres-humanresource	10	NULL	NULL	8
Vice President Human Capital	38447	assignedrole		Vice President of Human Resources	10170	vicepres-humanresource	11	NULL	NULL	7
Vice President Human Resource	38448	assignedrole		Vice President of Human Resources	10170	vicepres-humanresource	14	NULL	NULL	3
Vice President Human Resources	38449	assignedrole		Vice President of Human Resources	10170	vicepres-humanresource	5	NULL	NULL	43
Vice President Informatic	38450	assignedrole		VP Informatics	10171	vicepres-informatic	4	NULL	NULL	1
Vice President Information Technology	38451	assignedrole		VP Information Technology	10172	vicepres-infotech	11	NULL	NULL	23
Vice President Infrastructure	38452	assignedrole		VP Information Technology	10172	vicepres-infotech	15	NULL	NULL	14
Vice President Integrated	38453	assignedrole		Vice President Integrated	10173	vicepres-integrated	1	NULL	NULL	4
Vice President Integration	38454	assignedrole		VP Integration	10174	vicepres-integration	3	NULL	NULL	1
Vice President Integrity	38455	assignedrole		VP Integrity	10175	vicepres-integrity	3	NULL	NULL	1
Vice President Investor Relations	38456	assignedrole		Vice President Investor Relations	10176	vicepres-investor	1	NULL	NULL	9
Vice President IT	38457	assignedrole		VP Information Technology	10172	vicepres-infotech	1	NULL	NULL	539
Vice President Lab	38458	assignedrole		VP Lab	10177	vicepres-lab	8	NULL	NULL	1
Vice President Laboratory	38459	assignedrole		VP Lab	10177	vicepres-lab	5	NULL	NULL	2
Vice President Lean	38460	assignedrole		Vice President Quality Improvement	10200	vicepres-qualityimprovement	9	NULL	NULL	2
Vice President Lean Six Sigma	38461	assignedrole		Vice President Quality Improvement	10200	vicepres-qualityimprovement	18	NULL	NULL	1
Vice President Legal	38462	assignedrole		General Counsel	6934	officer-chieflegal	2	NULL	NULL	43
Vice President Manufacturing	38463	assignedrole		Vice President of Manufacturing	10178	vicepres-manufacturing	2	NULL	NULL	9
Vice President Market Development	38464	assignedrole		VP Business Development	10146	vicepres-businessdev	10	NULL	NULL	2
Vice President Marketing	38465	assignedrole		VP Marketing	10179	vicepres-marketing	4	NULL	NULL	66
Vice President Marketing Sales	38466	assignedrole		VP Marketing	10179	vicepres-marketing	37	NULL	NULL	3
Vice President Media Relations	38467	assignedrole		Vice President Media Relations	10197	vicepres-publicrelation	1	NULL	NULL	10
Vice President Medical	38468	assignedrole		VP Medical	10180	vicepres-medical	2	NULL	NULL	15
Vice President Medical Affairs	38469	assignedrole		Vice President Medical Affairs	10181	vicepres-medicalaffair	1	NULL	NULL	50
Vice President Mission	38470	assignedrole		Vice President Mission Integration	10182	vicepres-missionintegration	2	NULL	NULL	4
Vice President Mission Integration	38471	assignedrole		Vice President Mission Integration	10182	vicepres-missionintegration	1	NULL	NULL	10
Vice President Multicultural	38472	assignedrole		Vice President Diversity	10161	vicepres-diversity	3	NULL	NULL	2
Vice President Network	38473	assignedrole		Vice President Network	10183	vicepres-network	1	NULL	NULL	13
Vice President Network Development	38474	assignedrole		Vice President Network Development	10184	vicepres-networkprovider	1	NULL	NULL	3
Vice President Nursing	38475	assignedrole		Director Of Nursing	7902	rn-dir	12	NULL	NULL	10
Vice President Nursing Services	38476	assignedrole		Director Of Nursing	7902	rn-dir	20	NULL	NULL	2
Vice President of Account Management	38477	assignedrole		VP Sales	10207	vicepres-sale	22	NULL	NULL	1
Vice President of Advertising	38478	assignedrole		VP Marketing	10179	vicepres-marketing	36	NULL	NULL	3
Vice President of Analysis	38479	assignedrole		VP Analysis	10140	vicepres-analysi	4	NULL	NULL	1
Vice President of Ancillary	38480	assignedrole		VP Ancillary	10141	vicepres-ancillary	4	NULL	NULL	1
Vice President of Application	38481	assignedrole		VP Software	10142	vicepres-application	12	NULL	NULL	1
Vice President of Application Development	38482	assignedrole		VP Software Engineering	10211	vicepres-softwareengineering	12	NULL	NULL	3
Vice President of Application Support	38483	assignedrole		VP Software Support	10143	vicepres-applicationsupport	11	NULL	NULL	1
Vice President of Applications Development	38484	assignedrole		VP Software Engineering	10211	vicepres-softwareengineering	16	NULL	NULL	1
Vice President of Applications Support	38485	assignedrole		VP Software Support	10143	vicepres-applicationsupport	12	NULL	NULL	1
Vice President of Biology	38486	assignedrole		VP Biology	10144	vicepres-biology	4	NULL	NULL	1
Vice President of Business Development	38487	assignedrole		VP Business Development	10146	vicepres-businessdev	3	NULL	NULL	154
Vice President of Business Strategy	38488	assignedrole		VP Strategic Planning	10147	vicepres-businessstrategy	19	NULL	NULL	1
Vice President of Cardiovascular	38489	assignedrole		VP Cardiovascular	10148	vicepres-cardiovascular	4	NULL	NULL	1
Vice President of Case Management	38490	assignedrole		VP Care Management	10149	vicepres-casemanagement	5	NULL	NULL	1
Vice President of Client Services	38491	assignedrole		Vice President Client Services	10157	vicepres-customerservice	9	NULL	NULL	9
Vice President of Clinical	38492	assignedrole		VP Clinical	10150	vicepres-clinical	8	NULL	NULL	2
Vice President of Clinical Lab	38493	assignedrole		VP Lab	10177	vicepres-lab	12	NULL	NULL	1
Vice President of Clinical Research	38494	assignedrole		VP Clinical Research	10151	vicepres-clinicalresearch	3	NULL	NULL	3
Vice President of Clinical Services	38495	assignedrole		VP Clinical	10150	vicepres-clinical	6	NULL	NULL	5
Vice President of Clinical Trials	38496	assignedrole		Clinical Trial Head	10152	vicepres-clinicaltrial	5	NULL	NULL	1
Vice President of Commercial	38497	assignedrole		VP Sales	10207	vicepres-sale	19	NULL	NULL	2
Vice President of Communication	38498	assignedrole		VP Communications	10153	vicepres-communication	8	NULL	NULL	3
Vice President of Communications	38499	assignedrole		VP Communications	10153	vicepres-communication	5	NULL	NULL	8
Vice President of Community Relations	38500	assignedrole		Vice President Media Relations	10197	vicepres-publicrelation	13	NULL	NULL	3
Vice President of Competitive Intelligence	38501	assignedrole		VP Strategic Planning	10147	vicepres-businessstrategy	22	NULL	NULL	1
Vice President of Compliance	38502	assignedrole		Vice President Compliance	10154	vicepres-compliance	4	NULL	NULL	7
Vice President of Construction	38503	assignedrole		VP Construction	10155	vicepres-construction	4	NULL	NULL	6
Vice President of Contract	38504	assignedrole		Vice President of Contracts	10156	vicepres-contract	9	NULL	NULL	1
Vice President of Contracts	38505	assignedrole		Vice President of Contracts	10156	vicepres-contract	1	NULL	NULL	6
Vice President of Corporate Development	38506	assignedrole		VP Business Development	10146	vicepres-businessdev	7	NULL	NULL	11
Vice President of Customer	38507	assignedrole		Vice President Client Services	10157	vicepres-customerservice	23	NULL	NULL	2
Vice President of Customer Experience	38508	assignedrole		Vice President Client Services	10157	vicepres-customerservice	10	NULL	NULL	9
Vice President of Customer Service	38509	assignedrole		Vice President Client Services	10157	vicepres-customerservice	13	NULL	NULL	6
Vice President of Customer Services	38510	assignedrole		Vice President Client Services	10157	vicepres-customerservice	27	NULL	NULL	1
Vice President of Data	38511	assignedrole		VP Data	10158	vicepres-data	4	NULL	NULL	2
Vice President of Delivery	38512	assignedrole		VP Delivery	10159	vicepres-delivery	4	NULL	NULL	1
Vice President of Digital Marketing	38513	assignedrole		VP Marketing	10179	vicepres-marketing	39	NULL	NULL	2
Vice President of Diversity	38514	assignedrole		Vice President Diversity	10161	vicepres-diversity	2	NULL	NULL	3
Vice President of Ecommerce	38515	assignedrole		VP Marketing	10179	vicepres-marketing	35	NULL	NULL	3
Vice President of Education	38516	assignedrole		Vice President Education	10162	vicepres-education	2	NULL	NULL	5
Vice President of Education and Training	38517	assignedrole		Vice President Education	10162	vicepres-education	8	NULL	NULL	1
Vice President of Finance	38518	assignedrole		Vice President Financial	10164	vicepres-financial	4	NULL	NULL	131
Vice President of Financial	38519	assignedrole		Vice President Financial	10164	vicepres-financial	12	NULL	NULL	2
Vice President of Financial Services	38520	assignedrole		Vice President Financial	10164	vicepres-financial	14	NULL	NULL	1
Vice President of Foundation	38521	assignedrole		VP Foundation	10165	vicepres-fundraising	11	NULL	NULL	1
